premise,hypothesis,genre,label
"And, there is always a need for scholarship funds to help make college degrees possible for our students, most of whom come from central Indiana.",The majority of the students come from Indianapolis.,letters,1
Did you notice any differences between an American writer and someone of foreign descent?,I like to read books from both types of authors.,facetoface,1
"What, you said that you were four?",Did you say you were four when you learned to ride a bike?,facetoface,1
Clarke reported that they were asking the President for authority to shoot down aircraft.,The President would not support this idea.,nineeleven,1
"Notwithstanding the valuable role he plays in inspiring nonlinguists to think about language and in informing them about myriad facets of the subject, I find it hard slogging (or, as he would probably write,  sloguing ).",He likes to inspire nonlinguists so that more people take up linguistics.,verbatim,1
Please renew your commitment today.,A renewal of commitment can be done next week,letters,1
"When tired, Sophie's teddy bear and leprechaun don't stay up late doing just as they please.",Sophie's teddy bear and leprechaun play around the room till the wee hours when they are energetic.,oup,1
"Analysand , like several - nd words in English, is derived from the gerundive, and so means `(a person) to be analyzed.",It is common for English words to come from gerundive,verbatim,1
They said the hijackers wielded knives and claimed to have a bomb.,The highjackers were heavily armed against passengers. ,nineeleven,1
The space age began with the launch of Sputnik in October 1957.,Sputnik's launch took many years to plan.,letters,1
Most federal agencies learned about the crash in New York from CNN.,The first crash was in Pennsylvania.,nineeleven,1
Although I do enjoy Spring and March here.,"Spring is my favorite season, that's why I love it here.",facetoface,1
You can stop.,You can stop with your story.,facetoface,1
"However, the excitement and motivation of that goal is often diminished by the difficult financial constraints that students experience.",Students run into financial constraints because every student that we accept is poor. ,letters,1
"When 3- and 4-year-olds use their newfound capacity to talk about mental states during play with friends, their understanding of false belief improves further.",Children don't like false belief because it is wrong.,oup,1
Take a few moments to list five or six competencies of a child you know well.,"If you can list more than five, great! If not, no need to worry.",oup,1
The aircraft was a Boeing 757 piloted by Captain Charles F. Burlingame and First Officer David Charlebois.,This was only the second time Charles Burlingame and David Charlebois flew together.,nineeleven,1
"We were generously offered $1,000 toward the establishment of our Department's first scholarship program.",We established the Department's first scholarship program last year. ,letters,1
How old are you talking about?,Do you mean as a young child?,facetoface,1
"Jarrah, like Atta earlier, may have inadvertently broadcast the message because he did not know how to operate the radio and the intercom.",Jarrah used the radio rather than the intercom.,nineeleven,1
Are your parents putting a lot of pressure on you?,Is the pressure from your folks stressing you out?,facetoface,1
