premise,hypothesis,genre,label
We'd basically coasted down into town and got about 50 gallons of kerosene and pumped it in the fuel tank so that so that the fuel would actually run through the fuel lines and the bus would run.,We went into town in a bus.,facetoface,0
Here are just some of the services your gift can provide.,"Your gift can offer services, here are some of them.",letters,0
A manager at the Herndon Command Center asked FAA headquarters if they wanted to order a nationwide ground stop.,A manager in Herndon asked the FAA if they wanted a ground stop.  ,nineeleven,0
There is no intelligent life on this planet. ,There isn't any intelligent life on this planet.,verbatim,0
"He quotes an Andalusian artist, Manuel Torres, as having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (`All that has black sounds has duende ').",Manuel Torres is an Andalusian artist.,verbatim,0
"traces the word from an episode of the comic strip  Buck Rogers in the 25th Century  written by Philip Francis Nowlan in 1929-- Ahead of me was one of those golden dragon Mongols, with a deadly disintegrator ray.",Buck Rogers in the 25th Century existed in the 1920's.,verbatim,0
"In August 1996, Bin Ladin had issued his own self-styled fatwa calling on Muslims to drive American soldiers out of Saudi Arabia.",Bin Ladin urged that Americans be driven from Saudi Arabia.,nineeleven,0
There is no doubt that Randall enjoys her work.,It is very clear that Randall finds joy in her work.,verbatim,0
Everyone talks nowadays about making dictionaries user-friendlier.,Many people agree that dictionaries should be user-friendly.,verbatim,0
Make checks payable to Indiana University Foundation.,The checks should be written to Indiana University Foundation.,letters,0
Because teaching a man to fish will keep him fed for his entire life.,A man who knows how to fish can feed himself for his entire life. ,letters,0
"These are particularly tricky when short words, like articles or pronouns, are ",Articles and pronouns make these tricky.  ,verbatim,0
Such a short-cycle production system adds to the cost of customized apparel.,Customized apparel has a lot of costs associated with it.,oup,0
"It ill behooves me, excoriated recently as enamored of the  cheap larf,  to criticize Safire's arch puns, which permeate' enliven  is probably the word his editor would use'his articles, but I find some kinds of humor unsuitable for reading, however they might evoke a chuckle when uttered viva voce .  A handful of examples, from the book at ","I think Safire's puns are humorous, but are more suited to the spoken word than text.",verbatim,0
"Still, the idea has caught on so well that most British newspapers now offer two crossword puzzles each day.",Most papers in Britain offer multiple crosswords.  ,verbatim,0
One thing in particular she used to save would be soup labels.,She saved soup labels. ,facetoface,0
"For them, as for most feminists, political considerations are primary.",Feminists always consider politics first.,verbatim,0
Smacked my chest.,Hit my chest.,facetoface,0
Cabin service would have begun.,They were about to start cabin service.,nineeleven,0
I guess I read a lot of classic comics.,I read a lot of classic comics.,facetoface,0
Then detach the lower portion and return to us as soon as possible in the postage-paid envelope.,Use the pre-paid envelope to send us the lower portion.,letters,0
"The Japanese spell and pronounce what they hear and are accustomed to pronounce, much as Americans are inclined to say  Kindagarden,   ekscape,   lawnjeray,   asterik,  and  ekcetera. ",Americans are inclined to pronounce words differently from how they are actually spelled.,verbatim,0
